"source","source_text","target","target_text"
"iahperson_00000191","john roberts","sh0000448","science"
"iahperson_00000191","john roberts","sh0000450","philosophy of science"
"iahperson_00000191","john roberts","sh0000641","induction"
"iahperson_00000191","john roberts","sh0000349","Law--Philosophy"
"iahperson_00000191","john roberts","sh0000763","Philosophy of nature"
"iahperson_00000191","john roberts","sh0000764","Natural law"
"iahperson_00000192","john sweet","sh0000312","identity"
"iahperson_00000192","john sweet","sh0000313","colonialism"
"iahperson_00000192","john sweet","sh0000432","race"
"iahperson_00000192","john sweet","sh0000440","religious studies"
"iahperson_00000192","john sweet","sh0000502","early american history"
"iahperson_00000192","john sweet","sh0000512","american studies"
"iahperson_00000193","john v. orth","sh0000429","property law"
"iahperson_00000193","john v. orth","sh0000503","constitutional law"
"iahperson_00000194","jonathan hartlyn","sh0000038","state-society relations"
"iahperson_00000194","jonathan hartlyn","sh0000212","comparative politics"
"iahperson_00000194","jonathan hartlyn","sh0000344","latin american studies"
"iahperson_00000194","jonathan hartlyn","sh0000564","democratization"
"iahperson_00000195","jonathan hess","sh0000193","cultural history"
"iahperson_00000195","jonathan hess","sh0000249","18th century"
"iahperson_00000195","jonathan hess","sh0000261","enlightenment"
"iahperson_00000195","jonathan hess","sh0000312","identity"
"iahperson_00000195","jonathan hess","sh0000321","intellectual history"
"iahperson_00000195","jonathan hess","sh0000334","jewish studies"
"iahperson_00000195","jonathan hess","sh0000397","19th century"
"iahperson_00000195","jonathan hess","sh0000632","german studies"
"iahperson_00000195","jonathan hess","sh0000652","german-jewish studies"
"iahperson_00000196","jordynn jack","sh0000042","literature"
"iahperson_00000196","jordynn jack","sh0000209","technical communication"
"iahperson_00000196","jordynn jack","sh0000215","composition"
"iahperson_00000196","jordynn jack","sh0000279","feminist rhetorics"
"iahperson_00000196","jordynn jack","sh0000370","medicine"
"iahperson_00000196","jordynn jack","sh0000371","medical humanities"
"iahperson_00000196","jordynn jack","sh0000372","literature, medicine, and culture"
"iahperson_00000196","jordynn jack","sh0000443","rhetoric"
"iahperson_00000196","jordynn jack","sh0000448","science studies"
"iahperson_00000196","jordynn jack","sh0000449","history of science"
"iahperson_00000196","jordynn jack","sh0000452","scientific literature"
"iahperson_00000196","jordynn jack","sh0000456","sexuality"
"iahperson_00000196","jordynn jack","sh0000539","feminist historiography"
"iahperson_00000196","jordynn jack","sh0000548","cultural studies"
"iahperson_00000196","jordynn jack","sh0000550","writing in the disciplines"
"iahperson_00000196","jordynn jack","sh0000560","disability studies"
"iahperson_00000196","jordynn jack","sh0000594","genre theory"
"iahperson_00000196","jordynn jack","sh0000683","gender"
"iahperson_00000197","joseph jordan","sh0000005","venezuela"
"iahperson_00000197","joseph jordan","sh0000103","african studies"
"iahperson_00000197","joseph jordan","sh0000110","african american studies"
"iahperson_00000197","joseph jordan","sh0000133","artistic production"
"iahperson_00000197","joseph jordan","sh0000312","identity"
"iahperson_00000197","joseph jordan","sh0000344","latin american studies"
"iahperson_00000197","joseph jordan","sh0000432","race"
"iahperson_00000197","joseph jordan","sh0000545","diaspora"
"iahperson_00000197","joseph jordan","sh0000572","global studies"
"iahperson_00000197","joseph jordan","sh0000662","cultural politics"
"iahperson_00000198","joseph megel","sh0000091","film"
"iahperson_00000198","joseph megel","sh0000494","theater"
"iahperson_00000199","joseph s. viscomi","sh0000004","william blake"
"iahperson_00000199","joseph s. viscomi","sh0000042","literature"
"iahperson_00000199","joseph s. viscomi","sh0000081","digital humanities"
"iahperson_00000199","joseph s. viscomi","sh0000255","english literature"
"iahperson_00000199","joseph s. viscomi","sh0000259","english literature from 1789 to 1900 (nineteenth-century british literature)"
"iahperson_00000200","joy kasson","sh0000054","american literature to 1900"
"iahperson_00000200","joy kasson","sh0000117","american literature"
"iahperson_00000200","joy kasson","sh0000193","cultural history"
"iahperson_00000200","joy kasson","sh0000397","19th century"
"iahperson_00000200","joy kasson","sh0000423","popular culture"
"iahperson_00000200","joy kasson","sh0000499","20th century"
"iahperson_00000200","joy kasson","sh0000512","american studies"
"iahperson_00000200","joy kasson","sh0000520","visual studies"
"iahperson_00000200","joy kasson","sh0000529","memory"
"iahperson_00000201","joyce rudinsky","sh0000081","digital humanities"
"iahperson_00000201","joyce rudinsky","sh0000139","visual artist"
"iahperson_00000201","joyce rudinsky","sh0000492","information technology"
"iahperson_00000201","joyce rudinsky","sh0000565","electronic media"
"iahperson_00000201","joyce rudinsky","sh0000665","sensory perception"
"iahperson_00000201","joyce rudinsky","sh0000682","interactive media"
"iahperson_00000206","julia wood","sh0000323","personal relationships"
"iahperson_00000206","julia wood","sh0000524","women's studies"
"iahperson_00000206","julia wood","sh0000539","feminist theories"
"iahperson_00000206","julia wood","sh0000548","cultural studies"
"iahperson_00000206","julia wood","sh0000585","interpersonal communication"
"iahperson_00000206","julia wood","sh0000607","gender communication"
"iahperson_00000206","julia wood","sh0000683","gender"
"iahperson_00000207","juliane hammer","sh0000025","family"
"iahperson_00000207","juliane hammer","sh0000286","food"
"iahperson_00000207","juliane hammer","sh0000326","islamic studies"
"iahperson_00000207","juliane hammer","sh0000362","marriage"
"iahperson_00000207","juliane hammer","sh0000440","religious studies"
"iahperson_00000207","juliane hammer","sh0000456","sexuality"
"iahperson_00000207","juliane hammer","sh0000484","sufism"
"iahperson_00000207","juliane hammer","sh0000512","american studies"
"iahperson_00000207","juliane hammer","sh0000524","women's studies"
"iahperson_00000207","juliane hammer","sh0000683","gender"
"iahperson_00000210","karen booth","sh0000572","global studies"
"iahperson_00000210","karen booth","sh0000582","transnational feminist and queer organizing"
"iahperson_00000210","karen booth","sh0000601","health politics"
"iahperson_00000210","karen booth","sh0000677","transnational feminist and queer organizing"
"iahperson_00000210","karen booth","sh0000030","transnational"
"iahperson_00000210","karen booth","sh0000303","health"
"iahperson_00000210","karen booth","sh0000419","organizing"
"iahperson_00000210","karen booth","sh0000456","sexuality"
"iahperson_00000210","karen booth","sh0000464","social movements"
"iahperson_00000210","karen booth","sh0000524","women's studies"
"iahperson_00000211","karen hagemann","sh0000026","military history"
"iahperson_00000211","karen hagemann","sh0000189","citizenship"
"iahperson_00000211","karen hagemann","sh0000249","18th century"
"iahperson_00000211","karen hagemann","sh0000272","european history"
"iahperson_00000211","karen hagemann","sh0000388","nationalism"
"iahperson_00000211","karen hagemann","sh0000397","19th century"
"iahperson_00000211","karen hagemann","sh0000499","20th century"
"iahperson_00000211","karen hagemann","sh0000524","women's studies"
"iahperson_00000211","karen hagemann","sh0000529","memory"
"iahperson_00000211","karen hagemann","sh0000541","civil society"
"iahperson_00000211","karen hagemann","sh0000632","german history"
"iahperson_00000211","karen hagemann","sh0000683","gender"
"iahperson_00000212","karla slocum ","sh0000048","space"
"iahperson_00000212","karla slocum ","sh0000110","african american studies"
"iahperson_00000212","karla slocum ","sh0000123","place"
"iahperson_00000212","karla slocum ","sh0000171","caribbean"
"iahperson_00000212","karla slocum ","sh0000243","critical development studies"
"iahperson_00000212","karla slocum ","sh0000245","economics"
"iahperson_00000212","karla slocum ","sh0000432","race"
"iahperson_00000212","karla slocum ","sh0000464","social movements"
"iahperson_00000212","karla slocum ","sh0000512","american studies"
"iahperson_00000212","karla slocum ","sh0000551","critical development studies"
"iahperson_00000212","karla slocum ","sh0000572","globalization"
"iahperson_00000212","karla slocum ","sh0000683","gender"
"iahperson_00000213","karolyn tyson","sh0000246","education"
"iahperson_00000213","karolyn tyson","sh0000465","social psychology"
"iahperson_00000213","karolyn tyson","sh0000469","sociology"
"iahperson_00000213","karolyn tyson","sh0000568","qualitative methods"
"iahperson_00000214","kathleen duval","sh0000046","borderlands"
"iahperson_00000214","kathleen duval","sh0000249","18th century"
"iahperson_00000214","kathleen duval","sh0000265","ethnicity"
"iahperson_00000214","kathleen duval","sh0000390","indigenous studies"
"iahperson_00000214","kathleen duval","sh0000397","19th century"
"iahperson_00000214","kathleen duval","sh0000432","race"
"iahperson_00000214","kathleen duval","sh0000455","17th century"
"iahperson_00000214","kathleen duval","sh0000457","16th century"
"iahperson_00000214","kathleen duval","sh0000502","early american history"
"iahperson_00000215","kathryn burns ","sh0000313","colonialism"
"iahperson_00000215","kathryn burns ","sh0000344","latin american studies"
"iahperson_00000215","kathryn burns ","sh0000345","colonial latin america"
"iahperson_00000215","kathryn burns ","sh0000356","literacy"
"iahperson_00000215","kathryn burns ","sh0000429","property"
"iahperson_00000215","kathryn burns ","sh0000549","mestizaje"
"iahperson_00000219","kelly hogan","sh0000158","biology"
"iahperson_00000220","ken hillis","sh0000048","space"
"iahperson_00000220","ken hillis","sh0000312","identity"
"iahperson_00000220","ken hillis","sh0000460","social change"
"iahperson_00000220","ken hillis","sh0000492","information technology"
"iahperson_00000220","ken hillis","sh0000492","information"
"iahperson_00000220","ken hillis","sh0000512","american studies"
"iahperson_00000221","kenneth andrews","sh0000265","ethnicity"
"iahperson_00000221","kenneth andrews","sh0000310","environmental studies"
"iahperson_00000221","kenneth andrews","sh0000432","race and ethnicity"
"iahperson_00000221","kenneth andrews","sh0000432","race"
"iahperson_00000221","kenneth andrews","sh0000464","social movements"
"iahperson_00000221","kenneth andrews","sh0000469","sociology"
"iahperson_00000223","kenneth janken","sh0000023","african american autobiography"
"iahperson_00000223","kenneth janken","sh0000110","african american studies"
"iahperson_00000223","kenneth janken","sh0000147","autobiography"
"iahperson_00000223","kenneth janken","sh0000191","civil rights"
"iahperson_00000223","kenneth janken","sh0000321","intellectual history"
"iahperson_00000223","kenneth janken","sh0000499","20th century"
"iahperson_00000223","kenneth janken","sh0000512","american studies"
"iahperson_00000223","kenneth janken","sh0000544","african american intellectual history"
"iahperson_00000223","kenneth janken","sh0000545","diaspora"
"iahperson_00000223","kenneth janken","sh0000635","harlem renaissance"
"iahperson_00000225","kevin stewart ","sh0000415","tectonics"
"iahperson_00000225","kevin stewart ","sh0000628","geologic history"
"iahperson_00000225","kevin stewart ","sh0000628","geochronology"
"iahperson_00000225","kevin stewart ","sh0000629","structure"
"iahperson_00000225","kevin stewart ","sh0000656","thermobarometry"
"iahperson_00000225","kevin stewart ","sh0000664","sedimentology/stratigraphy"
"iahperson_00000226","krista perreira","sh0000025","family"
"iahperson_00000226","krista perreira","sh0000027","immigrants"
"iahperson_00000226","krista perreira","sh0000179","children"
"iahperson_00000226","krista perreira","sh0000245","economics"
"iahperson_00000226","krista perreira","sh0000246","education"
"iahperson_00000226","krista perreira","sh0000303","health"
"iahperson_00000226","krista perreira","sh0000344","latin american studies"
"iahperson_00000226","krista perreira","sh0000512","american studies"
"iahperson_00000226","krista perreira","sh0000655","health economist"
"iahperson_00000227","kumarini silva","sh0000278","feminism"
"iahperson_00000227","kumarini silva","sh0000312","identification"
"iahperson_00000227","kumarini silva","sh0000312","identity"
"iahperson_00000227","kumarini silva","sh0000423","popular culture"
"iahperson_00000227","kumarini silva","sh0000524","women's studies"
"iahperson_00000227","kumarini silva","sh0000562","post-colonial studies"
"iahperson_00000229","lars schoultz","sh0000192","human rights"
"iahperson_00000229","lars schoultz","sh0000344","latin american studies"
"iahperson_00000229","lars schoultz","sh0000471","south american studies"
"iahperson_00000229","lars schoultz","sh0000512","american studies"
"iahperson_00000229","lars schoultz","sh0000514","urbanism"
"iahperson_00000229","lars schoultz","sh0000653","inter-american relations"
"iahperson_00000229","lars schoultz","sh0000673","inter-american relations"
"iahperson_00000231","laura miller","sh0000053","Computational fluid dynamics"
"iahperson_00000231","laura miller","sh0000158","biology"
"iahperson_00000231","laura miller","sh0000160","mathematical biology"
"iahperson_00000231","laura miller","sh0000161","comparative biomechanics"
"iahperson_00000231","laura miller","sh0000250","electrophysiology"
"iahperson_00000231","laura miller","sh0000365","math"
"iahperson_00000231","laura miller","sh0000410","comparative biomechanics"
"iahperson_00000231","laura miller","sh0000571","experimental fluid dynamics"
"iahperson_00000233","lauren leve","sh0000099","anthropology of ethics"
"iahperson_00000233","lauren leve","sh0000140","asian studies"
"iahperson_00000233","lauren leve","sh0000142","buddhist southeast asia"
"iahperson_00000233","lauren leve","sh0000167","buddhist southeast asia"
"iahperson_00000233","lauren leve","sh0000167","buddhism"
"iahperson_00000233","lauren leve","sh0000233","democracy"
"iahperson_00000233","lauren leve","sh0000266","ethnography"
"iahperson_00000233","lauren leve","sh0000348","law"
"iahperson_00000233","lauren leve","sh0000396","nepal"
"iahperson_00000233","lauren leve","sh0000440","religious studies"
"iahperson_00000233","lauren leve","sh0000472","south asia"
"iahperson_00000233","lauren leve","sh0000483","subjectivity"
"iahperson_00000233","lauren leve","sh0000518","violence"
"iahperson_00000233","lauren leve","sh0000562","post-colonialism"
"iahperson_00000233","lauren leve","sh0000572","global studies"
"iahperson_00000233","lauren leve","sh0000572","globalism"
"iahperson_00000233","lauren leve","sh0000588","international development"
"iahperson_00000233","lauren leve","sh0000621","ethnography of religion"
"iahperson_00000235","laurie langbauer","sh0000180","depictions of the child (art)"
"iahperson_00000235","laurie langbauer","sh0000181","depictions of the child (lit)"
"iahperson_00000235","laurie langbauer","sh0000259","english literature from 1789 to 1900 (nineteenth-century british literature)"
"iahperson_00000235","laurie langbauer","sh0000260","british literature from 1900 to the present"
"iahperson_00000235","laurie langbauer","sh0000283","novel"
"iahperson_00000235","laurie langbauer","sh0000298","britain"
"iahperson_00000235","laurie langbauer","sh0000299","19th century britain"
"iahperson_00000235","laurie langbauer","sh0000397","19th century"
"iahperson_00000235","laurie langbauer","sh0000520","visual culture"
"iahperson_00000235","laurie langbauer","sh0000530","critical theory"
"iahperson_00000235","laurie langbauer","sh0000530","critical theory and cultural studies"
"iahperson_00000235","laurie langbauer","sh0000548","cultural studies"
"iahperson_00000238","lawrence grossberg","sh0000038","politics"
"iahperson_00000238","lawrence grossberg","sh0000058","cultural theory"
"iahperson_00000238","lawrence grossberg","sh0000198","modernity"
"iahperson_00000238","lawrence grossberg","sh0000245","economics"
"iahperson_00000238","lawrence grossberg","sh0000406","philosophy"
"iahperson_00000238","lawrence grossberg","sh0000512","american studies"
"iahperson_00000238","lawrence grossberg","sh0000526","youth"
"iahperson_00000238","lawrence grossberg","sh0000548","cultural studies"
"iahperson_00000238","lawrence grossberg","sh0000620","contemporary american political and economic struggles"
"iahperson_00000239","layna mosley","sh0000170","capitalism"
"iahperson_00000239","layna mosley","sh0000211","comparative political economy"
"iahperson_00000239","layna mosley","sh0000212","comparative politics"
"iahperson_00000239","layna mosley","sh0000322","international relations"
"iahperson_00000239","layna mosley","sh0000421","comparative political economy"
"iahperson_00000239","layna mosley","sh0000540","labor"
"iahperson_00000239","layna mosley","sh0000648","international political economy"
"iahperson_00000244","lien truong","sh0000025","family"
"iahperson_00000244","lien truong","sh0000131","architecture"
"iahperson_00000244","lien truong","sh0000302","cultural identity"
"iahperson_00000244","lien truong","sh0000312","identity"
"iahperson_00000244","lien truong","sh0000338","landscape"
"iahperson_00000244","lien truong","sh0000432","race"
"iahperson_00000244","lien truong","sh0000440","religion"
"iahperson_00000244","lien truong","sh0000683","gender"
"iahperson_00000247","lisa lindsay","sh0000056","atlantic world"
"iahperson_00000247","lisa lindsay","sh0000103","african studies"
"iahperson_00000247","lisa lindsay","sh0000104","west africa"
"iahperson_00000247","lisa lindsay","sh0000458","slavery"
"iahperson_00000247","lisa lindsay","sh0000462","social history"
"iahperson_00000247","lisa lindsay","sh0000683","gender"
"iahperson_00000248","lloyd kramer","sh0000230","cultural exchange"
"iahperson_00000248","lloyd kramer","sh0000272","european studies"
"iahperson_00000248","lloyd kramer","sh0000290","france"
"iahperson_00000248","lloyd kramer","sh0000308","historical theory"
"iahperson_00000248","lloyd kramer","sh0000312","identity formation"
"iahperson_00000248","lloyd kramer","sh0000312","identity"
"iahperson_00000248","lloyd kramer","sh0000388","nationalism"
"iahperson_00000248","lloyd kramer","sh0000397","19th century"
"iahperson_00000248","lloyd kramer","sh0000646","intellectuals in society"
"iahperson_00000249","louis perez","sh0000010","cuba"
"iahperson_00000249","louis perez","sh0000171","spanish-speaking caribbean"
"iahperson_00000249","louis perez","sh0000171","caribbean"
"iahperson_00000249","louis perez","sh0000397","19th century"
"iahperson_00000249","louis perez","sh0000499","20th century"
"iahperson_00000249","louis perez","sh0000679","spanish-speaking caribbean"
"iahperson_00000249","louis perez","sh0000683","gender"
"iahperson_00000251","louise mcreynolds","sh0000091","film"
"iahperson_00000251","louise mcreynolds","sh0000130","archaeology"
"iahperson_00000251","louise mcreynolds","sh0000306","historiography"
"iahperson_00000251","louise mcreynolds","sh0000313","imperialism"
"iahperson_00000251","louise mcreynolds","sh0000364","mass communication"
"iahperson_00000251","louise mcreynolds","sh0000388","nationalism"
"iahperson_00000251","louise mcreynolds","sh0000397","19th century"
"iahperson_00000251","louise mcreynolds","sh0000475","russian revolution"
"iahperson_00000251","louise mcreynolds","sh0000530","critical theory"
"iahperson_00000251","louise mcreynolds","sh0000548","cultural studies"
"iahperson_00000251","louise mcreynolds","sh0000552","russian studies"
"iahperson_00000251","louise mcreynolds","sh0000678","imperial russia"
"iahperson_00000252","lucia binotti","sh0000036","material culture"
"iahperson_00000252","lucia binotti","sh0000081","digital humanities"
"iahperson_00000252","lucia binotti","sh0000098","spanish empire"
"iahperson_00000252","lucia binotti","sh0000251","elites"
"iahperson_00000252","lucia binotti","sh0000302","cultural identity"
"iahperson_00000252","lucia binotti","sh0000306","historiography"
"iahperson_00000252","lucia binotti","sh0000312","identity"
"iahperson_00000252","lucia binotti","sh0000354","linguistics"
"iahperson_00000252","lucia binotti","sh0000389","vernacular"
"iahperson_00000252","lucia binotti","sh0000442","renaissance"
"iahperson_00000252","lucia binotti","sh0000478","spanish"
"iahperson_00000252","lucia binotti","sh0000492","information technology"
"iahperson_00000253","lucila vargas","sh0000027","migrancy"
"iahperson_00000253","lucila vargas","sh0000035","otherness"
"iahperson_00000253","lucila vargas","sh0000265","ethnicity"
"iahperson_00000253","lucila vargas","sh0000312","identity"
"iahperson_00000253","lucila vargas","sh0000344","latin american studies"
"iahperson_00000253","lucila vargas","sh0000423","popular culture"
"iahperson_00000253","lucila vargas","sh0000432","race"
"iahperson_00000253","lucila vargas","sh0000461","class"
"iahperson_00000253","lucila vargas","sh0000463","social justice"
"iahperson_00000253","lucila vargas","sh0000490","pedagogy"
"iahperson_00000253","lucila vargas","sh0000512","american studies"
"iahperson_00000253","lucila vargas","sh0000524","women's studies"
"iahperson_00000253","lucila vargas","sh0000683","gender"
"iahperson_00000253","lucila vargas","sh0000684","difference"
"iahperson_00000254","lynda stone","sh0000231","curriculum"
"iahperson_00000254","lynda stone","sh0000246","education"
"iahperson_00000254","lynda stone","sh0000278","feminism"
"iahperson_00000254","lynda stone","sh0000524","women's studies"
"iahperson_00000254","lynda stone","sh0000548","cultural studies"
"iahperson_00000254","lynda stone","sh0000559","poststructuralist perspectives"
"iahperson_00000257","mai thi nguyen","sh0000027","immigration"
"iahperson_00000257","mai thi nguyen","sh0000048","space"
"iahperson_00000257","mai thi nguyen","sh0000168","built environments"
"iahperson_00000257","mai thi nguyen","sh0000188","urban studies"
"iahperson_00000257","mai thi nguyen","sh0000190","urban planning"
"iahperson_00000257","mai thi nguyen","sh0000210","community development"
"iahperson_00000257","mai thi nguyen","sh0000243","economic development"
"iahperson_00000257","mai thi nguyen","sh0000295","social and spatial inequality"
"iahperson_00000257","mai thi nguyen","sh0000311","built environments"
"iahperson_00000257","mai thi nguyen","sh0000314","inequality"
"iahperson_00000257","mai thi nguyen","sh0000469","social environments"
"iahperson_00000257","mai thi nguyen","sh0000514","urbanization"
"iahperson_00000257","mai thi nguyen","sh0000514","urbanism"
"iahperson_00000257","mai thi nguyen","sh0000620","socially vulnerable populations"
"iahperson_00000257","mai thi nguyen","sh0000620","social and spatial inequality"
"iahperson_00000257","mai thi nguyen","sh0000627","social and spatial inequality"
"iahperson_00000257","mai thi nguyen","sh0000639","housing policy"
"iahperson_00000258","marc lange","sh0000159","philosophy of biology"
"iahperson_00000258","marc lange","sh0000337","epistemology"
"iahperson_00000258","marc lange","sh0000366","philosophy of mathematics"
"iahperson_00000258","marc lange","sh0000374","metaphysics"
"iahperson_00000258","marc lange","sh0000450","philosophy of science"
"iahperson_00000260","margaret lee","sh0000103","african studies"
"iahperson_00000260","margaret lee","sh0000170","capitalism"
"iahperson_00000260","margaret lee","sh0000572","global studies"
"iahperson_00000260","margaret lee","sh0000598","the 21st-century scramble for africa"
"iahperson_00000260","margaret lee","sh0000648","international markets"
"iahperson_00000261","margaret wiener","sh0000014","bali"
"iahperson_00000261","margaret wiener","sh0000043","actor network theory"
"iahperson_00000261","margaret wiener","sh0000140","asian studies"
"iahperson_00000261","margaret wiener","sh0000142","southeast asia"
"iahperson_00000261","margaret wiener","sh0000307","*history* and memory (philosophy)"
"iahperson_00000261","margaret wiener","sh0000309","human-animal relations"
"iahperson_00000261","margaret wiener","sh0000313","colonialism"
"iahperson_00000261","margaret wiener","sh0000313","colonial societies"
"iahperson_00000261","margaret wiener","sh0000361","magic"
"iahperson_00000261","margaret wiener","sh0000398","ontology"
"iahperson_00000261","margaret wiener","sh0000448","science studies"
"iahperson_00000261","margaret wiener","sh0000529","memory"
"iahperson_00000261","margaret wiener","sh0000529","memory"
"iahperson_00000261","margaret wiener","sh0000578","indonesia"
"iahperson_00000262","maría deguzmán ","sh0000055","american literature from 1900 to the present"
"iahperson_00000262","maría deguzmán ","sh0000344","latin american studies"
"iahperson_00000262","maría deguzmán ","sh0000530","critical theory and cultural studies"
"iahperson_00000262","maría deguzmán ","sh0000562","post-colonial literature and theory"
"iahperson_00000262","maría deguzmán ","sh0000562","post-colonialism"
"iahperson_00000263","marianne gingher","sh0000074","contemporary short stories"
"iahperson_00000263","marianne gingher","sh0000074","contemporary novels"
"iahperson_00000263","marianne gingher","sh0000224","creative writing"
"iahperson_00000263","marianne gingher","sh0000283","fiction"
"iahperson_00000265","mariska leunissen","sh0000006","aristotle"
"iahperson_00000265","mariska leunissen","sh0000066","ancient philosophy"
"iahperson_00000266","mark crescenzi","sh0000233","democracy"
"iahperson_00000266","mark crescenzi","sh0000322","international relations"
"iahperson_00000266","mark crescenzi","sh0000322","international conflict processes "
"iahperson_00000266","mark crescenzi","sh0000322","international conflict resolution and management"
"iahperson_00000266","mark crescenzi","sh0000522","conflict"
"iahperson_00000267","mark driscoll","sh0000042","literature"
"iahperson_00000267","mark driscoll","sh0000140","asian studies"
"iahperson_00000267","mark driscoll","sh0000193","cultural history"
"iahperson_00000267","mark driscoll","sh0000241","east asia"
"iahperson_00000267","mark driscoll","sh0000245","economics"
"iahperson_00000267","mark driscoll","sh0000265","ethnicity"
"iahperson_00000267","mark driscoll","sh0000313","empire"
"iahperson_00000267","mark driscoll","sh0000313","colonialism"
"iahperson_00000267","mark driscoll","sh0000330","japanese"
"iahperson_00000267","mark driscoll","sh0000406","philosophy"
"iahperson_00000267","mark driscoll","sh0000432","race"
"iahperson_00000267","mark driscoll","sh0000432","critical race studies"
"iahperson_00000267","mark driscoll","sh0000456","sexuality"
"iahperson_00000267","mark driscoll","sh0000562","post-colonial studies"
"iahperson_00000267","mark driscoll","sh0000683","gender"
"iahperson_00000268","mark evan bonds","sh0000101","aesthetic theory"
"iahperson_00000268","mark evan bonds","sh0000101","aesthetics"
"iahperson_00000268","mark evan bonds","sh0000249","18th century"
"iahperson_00000268","mark evan bonds","sh0000380","music"
"iahperson_00000268","mark evan bonds","sh0000397","19th century"
"iahperson_00000268","mark evan bonds","sh0000644","instrumental music "
"iahperson_00000269","mark katz","sh0000081","digital humanities"
"iahperson_00000269","mark katz","sh0000137","modern art"
"iahperson_00000269","mark katz","sh0000380","music"
"iahperson_00000269","mark katz","sh0000384","popular music"
"iahperson_00000269","mark katz","sh0000490","pedagogy"
"iahperson_00000269","mark katz","sh0000491","technology"
"iahperson_00000269","mark katz","sh0000554","hip-hop"
"iahperson_00000269","mark katz","sh0000572","global studies"
"iahperson_00000270","mark mccombs","sh0000365","math"
"iahperson_00000271","mark schoenfisch","sh0000162","biomaterials"
"iahperson_00000271","mark schoenfisch","sh0000234","analytical sensors"
"iahperson_00000271","mark schoenfisch","sh0000387","nanoparticle therapeutics"
"iahperson_00000273","marsha collins","sh0000040","early modern studies"
"iahperson_00000273","marsha collins","sh0000040","early modern european literature"
"iahperson_00000273","marsha collins","sh0000042","literature"
"iahperson_00000273","marsha collins","sh0000069","romance"
"iahperson_00000273","marsha collins","sh0000133","visual arts"
"iahperson_00000273","marsha collins","sh0000359","comparative literature"
"iahperson_00000273","marsha collins","sh0000457","16th century"
"iahperson_00000273","marsha collins","sh0000623","early modern european literature"
"iahperson_00000275","mary floyd-wilson","sh0000257","english literature from 1485 to 1660 (including milton)"
"iahperson_00000275","mary floyd-wilson","sh0000265","ethnicity"
"iahperson_00000275","mary floyd-wilson","sh0000372","literature, medicine, and culture"
"iahperson_00000275","mary floyd-wilson","sh0000432","race"
"iahperson_00000275","mary floyd-wilson","sh0000442","renaissance studies"
"iahperson_00000275","mary floyd-wilson","sh0000448","science"
"iahperson_00000275","mary floyd-wilson","sh0000683","gender"
"iahperson_00000277","mary pardo","sh0000133","visual art"
"iahperson_00000277","mary pardo","sh0000206","comic images"
"iahperson_00000277","mary pardo","sh0000327","italy"
"iahperson_00000277","mary pardo","sh0000440","religious studies"
"iahperson_00000277","mary pardo","sh0000442","renaissance"
"iahperson_00000277","mary pardo","sh0000520","word and image relationships"
"iahperson_00000278","mary sheriff","sh0000230","cultural exchange"
"iahperson_00000278","mary sheriff","sh0000249","18th century"
"iahperson_00000278","mary sheriff","sh0000290","french studies"
"iahperson_00000278","mary sheriff","sh0000397","19th century"
"iahperson_00000278","mary sheriff","sh0000456","sexuality"
"iahperson_00000278","mary sheriff","sh0000569","travel"
"iahperson_00000278","mary sheriff","sh0000610","creativity"
"iahperson_00000280","meenu tewari","sh0000188","urban studies"
"iahperson_00000280","meenu tewari","sh0000243","economic and industrial development"
"iahperson_00000280","meenu tewari","sh0000243","economic development"
"iahperson_00000280","meenu tewari","sh0000245","economics"
"iahperson_00000280","meenu tewari","sh0000320","urban informal economy"
"iahperson_00000280","meenu tewari","sh0000375","microeconomics"
"iahperson_00000280","meenu tewari","sh0000514","urbanism"
"iahperson_00000280","meenu tewari","sh0000643","economic and industrial development"
"iahperson_00000280","meenu tewari","sh0000667","small firms"
"iahperson_00000281","megan matchinske","sh0000257","english literature from 1485 to 1660 (including milton)"
"iahperson_00000281","megan matchinske","sh0000258","english literature from 1660 to 1789"
"iahperson_00000281","megan matchinske","sh0000312","identity formation"
"iahperson_00000281","megan matchinske","sh0000312","identity"
"iahperson_00000281","megan matchinske","sh0000442","renaissance studies"
"iahperson_00000281","megan matchinske","sh0000524","women's studies"
"iahperson_00000281","megan matchinske","sh0000529","memory"
"iahperson_00000281","megan matchinske","sh0000530","critical theory and cultural studies"
"iahperson_00000281","megan matchinske","sh0000683","gender"
"iahperson_00000283","melissa bullard","sh0000040","early modern studies"
"iahperson_00000283","melissa bullard","sh0000056","atlantic world"
"iahperson_00000283","melissa bullard","sh0000270","early modern europe"
"iahperson_00000283","melissa bullard","sh0000271","early modern europe"
"iahperson_00000283","melissa bullard","sh0000272","european studies"
"iahperson_00000283","melissa bullard","sh0000402","patronage"
"iahperson_00000283","melissa bullard","sh0000431","psychology"
"iahperson_00000283","melissa bullard","sh0000442","renaissance studies"
"iahperson_00000283","melissa bullard","sh0000614","diplomacy"
"iahperson_00000284","michael chitwood","sh0000224","creative writing"
"iahperson_00000284","michael chitwood","sh0000283","fiction"
"iahperson_00000284","michael chitwood","sh0000417","poetry"
"iahperson_00000285","michael corrado","sh0000226","criminal law"
"iahperson_00000285","michael corrado","sh0000348","law"
"iahperson_00000285","michael corrado","sh0000495","torts"
"iahperson_00000287","michael gerhardt","sh0000348","law"
